act-name,see,aka
"Departments of Commerce, Justice, and State, the Judiciary, and Related Agencies Appropriation Act, 2003",,
"Departments of Commerce, Justice, and State, the Judiciary, and Related Agencies Appropriation Act, 2004",,
"Departments of Commerce, Justice, and State, the Judiciary, and Related Agencies Appropriation Act, 2005",,
"Departments of Labor and Health, Education, and Welfare Appropriation Act, 1954 ",,
"Departments of Labor and Health, Education, and Welfare Appropriation Act, 1976 ",,
"Departments of Labor and Health, Education, and Welfare Appropriation Act, 1977 ",,
"Departments of Labor and Health, Education, and Welfare Appropriations Act, 1979 ",,
"Departments of Labor, and Health, Education, and Welfare Appropriation Act, 1955 ",,
"Departments of Labor, and Health, Education, and Welfare Appropriation Act, 1957",,
"Departments of Labor, and Health, Education, and Welfare Appropriation Act, 1958",,
"Departments of Labor, and Health, Education, and Welfare Appropriation Act, 1959",,
"Departments of Labor, and Health, Education, and Welfare Appropriation Act, 1960",,
"Departments of Labor, and Health, Education, and Welfare Appropriation Act, 1961",,
"Departments of Labor, and Health, Education, and Welfare Appropriation Act, 1962",,
"Departments of Labor, and Health, Education, and Welfare Appropriation Act, 1963",,
"Departments of Labor, and Health, Education, and Welfare Appropriation Act, 1964",,
"Departments of Labor, and Health, Education, and Welfare Appropriation Act, 1965",,
"Departments of Labor, and Health, Education, and Welfare Appropriation Act, 1966",,
"Departments of Labor, and Health, Education, and Welfare Appropriation Act, 1967",,
"Departments of Labor, and Health, Education, and Welfare Appropriation Act, 1968",,
"Departments of Labor, and Health, Education, and Welfare Appropriation Act, 1969",,
"Departments of Labor, and Health, Education, and Welfare Appropriation Act, 1971",,
"Departments of Labor, and Health, Education, and Welfare Appropriation Act, 1971",,
"Departments of Labor, and Health, Education, and Welfare Appropriation Act, 1974",,
"Departments of Labor, and Health, Education, and Welfare Supplemental Appropriation Act, 1966 ",,
"Departments of Labor, and Health, Education, and Welfare, and related agencies Appropriation Act, 1956 ",,
"Departments of Labor, and Health, Education, and Welfare, and related agencies Appropriation Act, 1970",,
"Departments of Labor, and Health, Education, and Welfare, and related agencies Appropriation Act, 1972",,
"Departments of Labor, Health and Human Services, and Education and Related Agencies Appropriation Act, 1983 ",,
"Departments of Labor, Health and Human Services, and Education and Related Agencies Appropriation Act, 1985 ",,
"Departments of Labor, Health and Human Services, and Education and Related Agencies Appropriation Act, 1986 ",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriation Act, 1984 ",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations  Act, 1987",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 1988",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 1989",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 1990",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 1991",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 1992",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 1993",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 1994",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 1995",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 1996",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 1997",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 1998",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 1999",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2001",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2002",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2003",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2004",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2005",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2006",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2008",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2009",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2010",,
"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2012",,
"Departments of Labor, Health, and Human Services, and Education, and Related Agencies Appropriations Act, 2000",,
Departments of State,,
"Departments of State and Justice, the Judiciary, and related agencies Appropriation Act, 1956 ",,
"Departments of State and Justice, the Judiciary, and Related Agencies Appropriation Act, 1957 ",,
"Departments of State and Justice, the Judiciary, and Related Agencies Appropriation Act, 1958 ",,
"Departments of State and Justice, the Judiciary, and Related Agencies Appropriation Act, 1959 ",,
"Departments of State and Justice, the Judiciary, and Related Agencies Appropriation Act, 1960 ",,
"Departments of State and Justice, the Judiciary, and Related Agencies Appropriation Act, 1961 ",,
"Departments of State and Justice, the Judiciary, and Related Agencies Appropriation Act, 1962 ",,
"Departments of State, Justice",,
"Departments of State, Justice and Commerce, and the Judiciary Appropriation Act, 1948 ",,
"Departments of State, Justice, and Commerce Appropriation Act, 1944 ",,
"Departments of State, Justice, and Commerce Appropriation Act, 1945 ",,
"Departments of State, Justice, and Commerce Appropriation Act, 1954 ",,
"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1963 ",,
"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1964",,
"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1965",,
"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1966",,
"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1967",,
"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1968",,
"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1969",,
"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1970",,
"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1971",,
"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1972",,
"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1973",,
"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1974",,
"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1975",,
"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1976",,
"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1977",,
"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1978",,
"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1979",,
"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1980",,
"Departments of State, Justice, Commerce, and the Judiciary Appropriation Act, 1947 ",,
"Departments of State, Justice, Commerce, and the Judiciary Appropriation Act, 1949",,
"Departments of State, Justice, Commerce, and the Judiciary Appropriation Act, 1950",,
"Departments of State, Justice, Commerce, and the Judiciary Appropriation Act, 1951",,
"Departments of State, Justice, Commerce, and the Judiciary Appropriation Act, 1952",,
"Departments of State, Justice, Commerce, and the Judiciary Appropriation Act, 1953",,
"Departments of Veterans Affairs and Housing and Urban Development, and Independent Agencies Appropriations Act, 1990 ",,
"Departments of Veterans Affairs and Housing and Urban Development, and Independent Agencies Appropriations Act, 1991",,
"Departments of Veterans Affairs and Housing and Urban Development, and Independent Agencies Appropriations Act, 1992 ",,
"Departments of Veterans Affairs and Housing and Urban Development, and Independent Agencies Appropriations Act, 1993 ",,
"Departments of Veterans Affairs and Housing and Urban Development, and Independent Agencies Appropriations Act, 1994 ",,
"Departments of Veterans Affairs and Housing and Urban Development, and Independent Agencies Appropriations Act, 1995 ",,
"Departments of Veterans Affairs and Housing and Urban Development, and Independent Agencies Appropriations Act, 1996 ",,
"Departments of Veterans Affairs and Housing and Urban Development, and Independent Agencies Appropriations Act, 1997 ",,
